ts_ns,cumPnL_Hawkes-full,tickPnL_Hawkes-full,cumPnL_Hawkes-self,tickPnL_Hawkes-self,cumPnL_EWMA-count,tickPnL_EWMA-count,cumPnL_RealVol,tickPnL_RealVol,cumPnL_EWMA-vol,tickPnL_EWMA-vol,cumPnL_Imbalance,tickPnL_Imbalance,cumPnL_TOD,tickPnL_TOD,cumPnL_Fixed,tickPnL_Fixed,cumPnL_Oracle,tickPnL_Oracle
1764616530000000000,670.4946397446148,3.314840027721977,828.4274405176925,5.019457705150852,628.5636075266123,3.359619402277972,654.1456283156024,3.3162271107030787,467.86888372577766,3.1684540342584135,669.5249247393912,4.788655268413048,791.5086750546593,6.309669809648625,781.1,8.16999999999989,821.4449481633586,4.473982719254874
1764616560000000000,674.4757124154366,3.981072670821826,832.9999687339794,4.572528216286828,632.2104136321242,3.646806105511974,659.1855283833344,5.039900067731969,470.24756342694826,2.3786797011705874,671.3746767987562,1.8497520593650658,798.0121133168087,6.503438262149423,787.18,6.079999999999978,826.4100854911322,4.965137327773654
1764616590000000000,677.7472179191277,3.2715055036910696,836.9594113372715,3.959442603292114,634.9489673364907,2.7385537043664554,661.0510555273878,1.8655271440534154,472.4669876309843,2.219424204036069,674.7881590532049,3.4134822544486756,802.9301927039996,4.918079387190938,791.2549999999999,4.074999999999984,828.8000282288218,2.389942737689571
1764616620000000000,679.7798113934066,2.032593474278858,839.5285488495838,2.569137512312326,637.2417009841994,2.29273364770872,663.4264871670716,2.3754316396838133,474.38923820403033,1.9222505730460246,676.2572046915544,1.4690456383494492,806.5748348181087,3.644642114108994,794.7099999999999,3.45500000000004,831.5855555606015,2.785527331779677
1764616650000000000,681.7156228524674,1.9358114590607574,842.5587269272232,3.0301780776394196,639.5422001011987,2.3004991169992266,664.8096785199928,1.3831913529211555,476.2405322430212,1.8512940389908583,677.8577131376118,1.6005084460573815,808.5435742622681,1.9687394441593598,797.8199999999999,3.109999999999998,833.9018490695973,2.3162935089958783
1764616680000000000,685.9818786725733,4.266255820105926,846.25649472609,3.697767798866777,642.9418004518809,3.3996003506822348,668.7750121718148,3.9653336518219593,479.5513672433453,3.3108350003240865,681.6966265606831,3.8389134230712716,816.7062771747492,8.162702912481146,804.185,6.364999999999952,838.7968706194961,4.895021549898754
1764616710000000000,689.3770742079703,3.3951955353969936,850.3665246282806,4.110029902190634,646.2340944780599,3.2922940261789355,671.6274622814555,2.852450109640732,481.1861610022915,1.6347937589461963,684.4094975953401,2.7128710346569953,820.0918224134012,3.3855452386520253,810.1199999999999,5.934999999999967,841.7972549215963,3.000384302100255
1764616740000000000,694.635635661407,5.258561453436766,853.2753618846613,2.908837256380748,652.3425778087012,6.108483330641326,675.8076796246751,4.180217343219581,482.13320522574094,0.947044223449416,690.0118600377353,5.6023624423952745,824.345793893893,4.253971480491743,813.4949999999999,3.3750000000000107,850.3203052621461,8.523050340549815
1764616770000000000,696.319512629547,1.6838769681400487,855.7424994911624,2.4671376065011734,653.6756582334466,1.3330804247453862,677.7288693838344,1.9211897591592964,483.66514337630775,1.5319381505668388,692.196456336924,2.184596299188689,828.3346558194254,3.988861925532385,815.805,2.3100000000000156,852.8112112059812,2.4909059438350414
1764616800000000000,700.9452020157354,4.625689386188311,861.4601952177521,5.71769572658965,657.7866607406054,4.111002507158808,681.8628288398871,4.133959456052749,486.2823367125705,2.617193336262745,696.6501754052565,4.4537190683325205,835.1096013846211,6.774945565195679,821.095,5.290000000000059,858.9197976047518,6.1085863987706315
1764616830000000000,703.4309916829666,2.485789667231225,864.2162634726518,2.7560682548996276,660.0289274187861,2.2422666781806733,683.81451231966,1.9516834797728877,488.12025753702324,1.8379208244527603,698.3198475472823,1.6696721420257272,839.1674605292649,4.057859144643724,824.87,3.7750000000000243,861.0587004516938,2.1389028469419995
1764616860000000000,706.5564343618194,3.125442678852803,867.491059696613,3.2747962239612027,662.8792010924748,2.8502736736886307,687.0483198640276,3.233807544367572,491.16155634146315,3.041298804439912,701.8575044551278,3.537656907845504,846.0406547498045,6.8731942205396495,827.165,2.2950000000000057,866.4557159486412,5.39701549694744
