date,policy,total_pnl,sharpe,fill_rate,win_rate,n_ticks
2025-12-01,Hawkes-full,231.45963714334772,0.6069422251177705,0.8534704370179949,0.7956298200514139,778
2025-12-01,Hawkes-floor,330.3610763706587,0.7795282753425146,0.8534704370179949,0.8316195372750642,778
2025-12-01,Hawkes-select,596.3560104113666,0.738570455532306,1.0,0.9755784061696658,778
2025-12-01,Hawkes-pull,715.0650000000019,1.1610993740021194,0.9755784061696658,0.9755784061696658,778
2025-12-01,Hawkes-rolling,231.45963714334772,0.6069422251177705,0.8534704370179949,0.7956298200514139,778
2025-12-01,Hawkes-norm,383.952238156079,0.7164750858912429,0.9665809768637532,0.9203084832904884,778
2025-12-01,Hawkes-cross,-77.84999999999843,-1.1456529725110862,0.9691516709511568,0.0,778
2025-12-01,Hawkes-TOD,184.5175927317272,0.4274721720293612,0.6362467866323908,0.5886889460154242,778
2025-12-01,Hawkes-self,346.92464995162715,0.6493463129219317,0.9897172236503856,0.9408740359897172,778
2025-12-01,EWMA-count,213.44044074481388,0.4500141890396055,0.9691516709511568,0.7686375321336761,778
2025-12-01,RealVol,360.18100784596146,0.6652539972963648,0.9331619537275064,0.9074550128534704,778
2025-12-01,EWMA-vol,362.4277364261063,0.781628544230099,1.0,0.9562982005141388,778
2025-12-01,Imbalance,230.51279680575422,0.6085974821842051,0.9383033419023136,0.781491002570694,778
2025-12-01,TOD,596.3560104113666,0.738570455532306,1.0,0.9755784061696658,778
2025-12-01,Fixed,803.3500000000015,1.0009024492132812,1.0,1.0,778
2025-12-01,Oracle,748.6548830159355,0.9957043824279324,1.0,1.0,778
2025-12-02,Hawkes-full,7388.215961228667,0.9161558171867412,0.993573264781491,0.993573264781491,778
2025-12-02,Hawkes-floor,8403.451749953416,1.0149957978687796,0.993573264781491,0.993573264781491,778
2025-12-02,Hawkes-select,9172.669979801407,0.9409211951549088,1.0,1.0,778
2025-12-02,Hawkes-pull,9710.594999999998,0.9879250420210607,0.9974293059125964,0.9974293059125964,778
2025-12-02,Hawkes-rolling,7388.215961228667,0.9161558171867412,0.993573264781491,0.993573264781491,778
2025-12-02,Hawkes-norm,8140.257302943637,0.9264997807782414,1.0,1.0,778
2025-12-02,Hawkes-cross,5498.0985945312095,0.9142736396283283,0.9794344473007712,0.974293059125964,778
2025-12-02,Hawkes-TOD,7073.304943454261,0.7022472122151427,1.0,1.0,778
2025-12-02,Hawkes-self,9311.736437712661,0.8731807432484598,1.0,1.0,778
2025-12-02,EWMA-count,7477.3866413094365,0.8837544647861216,1.0,1.0,778
2025-12-02,RealVol,7828.787132507234,0.8832744516475152,1.0,1.0,778
2025-12-02,EWMA-vol,7747.839517241142,0.934582871240204,1.0,0.9974293059125964,778
2025-12-02,Imbalance,6947.20974386986,0.9753364228955577,1.0,1.0,778
2025-12-02,TOD,9496.283490030073,0.9169255800240711,1.0,1.0,778
2025-12-02,Fixed,11572.254999999996,0.824010360863785,1.0,1.0,778
2025-12-02,Oracle,11178.671652906565,1.2879476651224875,1.0,1.0,778
2025-12-03,Hawkes-full,6563.81809354736,0.45148621834301655,0.9884318766066839,0.9884318766066839,778
2025-12-03,Hawkes-floor,7495.849154794325,0.5109376439798065,0.9884318766066839,0.9884318766066839,778
2025-12-03,Hawkes-select,11376.83777818218,0.795568812383865,1.0,1.0,778
2025-12-03,Hawkes-pull,8477.89,0.6491007159188718,0.9961439588688946,0.9961439588688946,778
2025-12-03,Hawkes-rolling,6563.81809354736,0.45148621834301655,0.9884318766066839,0.9884318766066839,778
2025-12-03,Hawkes-norm,8348.50209620023,0.6280018627900951,1.0,1.0,778
2025-12-03,Hawkes-cross,5237.672524142359,0.4688589225773591,0.9820051413881749,0.980719794344473,778
2025-12-03,Hawkes-TOD,8052.266958694576,0.6103545084219786,1.0,1.0,778
2025-12-03,Hawkes-self,7543.848706117195,0.584773618912942,1.0,1.0,778
2025-12-03,EWMA-count,6347.0591735796315,0.9670211439727633,1.0,1.0,778
2025-12-03,RealVol,7613.0679318670245,0.8920715301201673,0.9987146529562982,0.9987146529562982,778
2025-12-03,EWMA-vol,8494.18894982534,0.6771692187130716,1.0,0.9974293059125964,778
2025-12-03,Imbalance,8035.576720448798,0.7751410918916547,1.0,1.0,778
2025-12-03,TOD,11800.276300751862,0.7650014101193588,1.0,1.0,778
2025-12-03,Fixed,11662.189999999999,0.5662397949030142,1.0,1.0,778
2025-12-03,Oracle,12639.859473315822,1.12616710769675,1.0,1.0,778
2025-12-04,Hawkes-full,6991.307517125715,1.0073818737696032,0.9961439588688946,0.9961439588688946,778
2025-12-04,Hawkes-floor,7695.8034790046195,1.085547841590912,0.9961439588688946,0.9961439588688946,778
2025-12-04,Hawkes-select,9800.794887589007,0.8814053260319,1.0,1.0,778
2025-12-04,Hawkes-pull,8867.494999999999,0.9054880884458567,0.9974293059125964,0.9974293059125964,778
2025-12-04,Hawkes-rolling,6825.834818683261,0.9839154817858614,0.9961439588688946,0.9961439588688946,778
